source,arxiv_id,arxiv_title,arxiv_authors,published,dw_score,is_relevant_ge7,arxiv_url,lit_title,lit_authors,lit_year,note
arxiv_only,1711.07753v1,Price Optimisation for New Business,Maissa Tamraz; Yaming Yang,2017-11-21,,,http://arxiv.org/abs/1711.07753v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1710.07468v2,Nonparametric estimation of multivariate distribution function for truncated and censored lifetime data,Valery Baskakov; Anna Bartunova,2017-10-20,,,http://arxiv.org/abs/1710.07468v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1710.07448v2,Minimax state estimates for abstract Neumann problems,Alexander Nakonechnyi; Sergiy Zhuk,2017-10-20,,,http://arxiv.org/abs/1710.07448v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1708.00232v1,Pulse-Based Control Using Koopman Operator Under Parametric Uncertainty,Aivar Sootla; Damien Ernst,2017-08-01,,,http://arxiv.org/abs/1708.00232v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1708.00059v1,Asymptotically optimal private estimation under mean square loss,Min Ye; Alexander Barg,2017-07-31,,,http://arxiv.org/abs/1708.00059v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1704.00085v2,View Selection with Geometric Uncertainty Modeling,Cheng Peng; Volkan Isler,2017-03-31,,,http://arxiv.org/abs/1704.00085v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1701.08514v1,A set optimization approach to zero-sum matrix games with multi-dimensional payoffs,Andreas H. Hamel; Andreas Loehne,2017-01-30,,,http://arxiv.org/abs/1701.08514v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1701.03934v1,Robust bootstrap procedures for the chain-ladder method,Kris Peremans; Pieter Segaert; Stefan Van Aelst et al.,2017-01-14,8,Yes,http://arxiv.org/abs/1701.03934v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1701.00900v1,Robust Localization Using Range Measurements with Unknown and Bounded Errors,Xiufang Shi; Guoqiang Mao; Brian. D. O. Anderson et al.,2017-01-04,,,http://arxiv.org/abs/1701.00900v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1612.04126v1,The hierarchical generalized linear model and the bootstrap estimator of the error of prediction of loss reserves in a non-life insurance company,Alicja Wolny-Dominiak,2016-12-13,8,Yes,http://arxiv.org/abs/1612.04126v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1612.03066v2,Parameter uncertainty and reserve risk under Solvency II,Andreas Fröhlich; Annegret Weng,2016-12-09,8,Yes,http://arxiv.org/abs/1612.03066v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1611.02668v1,Computing the Laplace eigenvalue and level of Maass cusp forms,Paul Savala,2016-11-08,,,http://arxiv.org/abs/1611.02668v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1608.03948v1,Quantitative measure for the spin-charge separation in two dimensional Hubbard model,Amir Youssefi; M. Ansari-Fard; S. A. Jafari,2016-08-13,,,http://arxiv.org/abs/1608.03948v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1606.08321v1,Regular variation of a random length sequence of random variables and application to risk assessment,Charles Tillier; Olivier Wintenberger,2016-06-27,,,http://arxiv.org/abs/1606.08321v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1606.02635v1,Feedback Scheduling for Energy-Efficient Real-Time Homogeneous Multiprocessor Systems,Mason Thammawichai; Eric C. Kerrigan,2016-06-08,,,http://arxiv.org/abs/1606.02635v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
lit_only,,,,,,,,Semiparametric model for prediction of individual claim loss reserving,"Zhao, Zhou, Wang",2009,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Applying copula models to individual claim loss reserving methods,"Zhao, Zhou",2010,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual loss reserving with the multivariate skew normal framework,"Pigeon, Antoni, Denuit",2013,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Statistical case estimation,"Taylor, Campbell",2002,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Modelling mortgage insurance as a multi-state process,"Taylor, Mulquiney",2007,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual claim reserving conditioned by case estimates,"Taylor, McGuire, Sullivan",2008,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Bootstrapping individual claim histories,Rosenlund,2012,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Continuous Chain Ladder: Reformulating and generalizing a classical insurance problem,"Martinez-Miranda, Nielsen, Sperlich, Verrall",2013,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,An individual claims reserving model,Larsen,2007,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Predicting IBNYR events and delays I: continuous time,Jewell,1989,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,A Markov model for loss reserving,Hesselager,1994,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Claims reserving in continuous time; a nonparametricBayesian approach,"Haastrup, Arjas",1996,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,A structural model for the analysis of loss reserves,Hachemeister,1978,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,A stochastic model for loss reserving,Hachemeister,1980,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Stochastic projection for large individual losses,"Drieskens, Henry, Walhin, Wielandts",2012,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Non parametric individual claim reserving in insurance,"Baudry, Roberts",2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Non parametric individual claim reserving in insurance,"Baudry, Roberts",2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,The claims reserving problem in non-life insurance: some_structural ideas,Arjas,1989,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Loss Reserving Models: Granular and Machine Learning Forms,Taylor,2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Claim Watching and Individual Claims Reserving Using Classification and Regression Trees,"De Felice, Moriconi",2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual Loss Reserving Using a Gradient Boosting-Based Approach,"Francis Duval, Mathieu Pigeon",2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Machine learning in individual claims reserving,Wuethrich,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Macro vs. Micro Methods in Non-Life Claims Reserving (an Econometric Perspective),"Charpentier, Pigeon",2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Cash flow generalisations of non-lifei nsurance expert systems estimating outstanding claims,"Hiabu,Margraf,Martínez-Miranda,Nielsen",2016,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Prediction of outstanding claims in non-life insurance,Norberg,1993,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Prediction of outstanding liabilities II: model variations and extensions,Norberg,1999,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual claim reserving conditioned by case estimates,"Taylor, McGuire, Sullivan",2008,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Micro-level stochastic loss reserving for general insurance,"Antonio, Plat",2014,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Stochastic Loss Reserving in Discrete Time: Individual vs. Aggregate Data Models,"Huang, Qiu, Wu",2015,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Predictive analytics of insurance claims using multivariate decision trees,"Zhiyu Quan
Emiliano Valdez",2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,An Individual Loss Reserving Model with Independent Reporting and Settlement,"Huang, Qiu, Wu, Zhou",2015,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Asymptotic behaviors of stochastic reserving: Aggregate versus individual claims,"Huang, Wu, Zhou",2016,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,On the relationship between classical chain ladder and granular reserving,Hiabu,2016,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Claim Risk Scoring using Survival Analysis  Framework and Machine Learning with Random Forest,"Yuriy, Jina, Terrance",2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Allstate Insurance Claims  Severity: A Machine Learning Approach,"Rajeeva, Jeff, Hongyi",2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Granular Reserving  Dialogistic in Machine Learning,Asif John,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Predicting High Cost Insurance Members through Boosted Trees and Oversampling: An application using the HCCI database,"Brain Hartman, Rebecca Owen, Zoe Gibbs",2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,ENSEMBLE MODELING & PREDICTION INTERPRETABILITY FOR INSURANCE FRAUD CLAIMS CLASSIFICATION,,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Non life pricing: empirical comparison of classical GLM with tree based Gradient Boosted Models,Leonardo Petrini,2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,LightGBM: A Highly Efﬁcient Gradient Boosting Decision Tree,"Guolin Ke1, Qi Meng2, Thomas Finley3, Taifeng Wang1, Wei Chen1, Weidong Ma1, Qiwei Ye1, Tie-Yan Liu1",2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,A Machine Learning Framework For Loss Reserving,"Drew Golfin, Kelvin Kuo",2016,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Using Boosted Regression Trees and Remotely Sensed Data to Drive Decision-Making,"Brigitte Colin, Samuel Clifford, Paul Wu, Samuel Rathmanner, Kerrie Mengersen",2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Model-based Boosting in R - A Hands-on Tutorial Using the R Package mboost,"Benjamin Hofner, Andreas Mayr,  Matthias Schmid, Nikolay Robinzonov",2014,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Boosting Actuarial Regression Models in R,Carryl Oberson,2015,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Loss Reserving with GLMs: A Case Study,Greg Taylor and Gr~inne McGuire,2004,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Neural Networks Applied to Chain-Ladder Reserving,Mario V. W¨uthrich,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,AI in Actuarial Science - Draft,Ronald Richman,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Using machine learning to model claims experience and reporting delays for pricing and reserving,L Rossouw and R Richman,2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Penalising Unexplainability in Neural Networks for Predicting Payments per Claim Incurred,Jacky H. L. Poon,2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Neural Network Embedding of the Over-Dispersed Poisson Reserving Model,"Andrea Gabrielli, Ronald Richman, Mario V. W¨uthrich",2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,A Neural Network Boosted Double Over-Dispersed Poisson Claims Reserving Model,Andrea Gabrielli,2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Data Analytics for Non-Life Insurance Pricing,Wuthrich/Buser,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Self-assembling insurance claim models using regularized regression and machine learning,"Grainne McGuire, Taylor Fry, Greg Taylor, Hugh Miller",2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,From the Chain Ladder to Individual Claims Reserving using ML techniques,"Alessandro Carrato, Michele Visintin",2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual Claims Forecasting with Bayesian Mixture Density Networks,Kevin Kuo,2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Regression models for the joint development of individual payments and claim incurred,"M. Wuthrich,      Lukasz Delong",2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Estimation of Individual Claim Liabilities A comparison of Traditional and Machine Learning Methodologies,Marco De Virgilis Pierluigi Cerqueti,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Explainable Neural Networks based on Additive Index Models,"Vaughan, Sudjianto,Brahimi, Chen, Nair",2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Model explainability,Hansel,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual Claim Development With Machine Learning,"Bor Harej (champion), Roman Gächter, Salma Jamal et. al",2017,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,ASTIN 2018 WP - ML and Traditional Methods Synergy in Non-Life Reserving,Salma Jamal (Head of the project) - Astin 2018 Working Party,2018,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Machine Learning in Individual Claims Reserving (Swiss Finance Institute Research Paper Series N°16-67),Mario V. WÜTHRICH,2016,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,"Insurance Risk Pricing with GLM, GAM and XGBoost (Link to video and code is in the file identifier)","Matthew Evans, Callum Hughe2",2019,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Machine Learning with High-Cardinality Categorical Features in Actuarial Applications,"Benjamin Avanzi, Greg Taylor, Melantha Wang, Bernard Wong",2023,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Auto pilot: automated machine learning and loss development,Maximilian Hudlberger and Darius Sabas,2023,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Advancing Loss Reserving: A Hybrid Neural Network Approach for Individual Claim Development Prediction,"Schwab, Schneider",2024,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Probabilistic Forecasting with Neural Networks Applied to Loss Reserving,Muhamed Taher Al-Mudafer,2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,The Actuary and IBNR Techniques: A Machine Learning Approach,"R. Richman, C Balona",2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,An Individual Claims Reserving Model for Reported Claims,A. Gabriellie,2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Individual Claim Development Models and Detailed Actuarial Reserves in property-Casualty Insurance,C. G. gross,2021,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Machine learning in P&C Insurance: A review for pricing and reserving,"Christopher Blier-Wong, Helene Cossette, Luc Lamontagne and Etienne Marceau",2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Estimation of Individual Claim Liabilities,"Linda Brobeck, Marco De Virgilis",2020,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,A hierarchical reserving model for reported non-life insurance claims,"Jonas Crevecoeur, Jens Robben, and Katrien Antonio",2021,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Micro-level reserving for general insurance claims using a long short-term memory network,"Ihsan Chaoubi1, Camille Besse2, Helene Cossette1, and Marie-Pier Cote",2023,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,The Credibility Transformer,"Richman, Scognamiglio, Wuthrich",2024,In lit_review — NOT found in arXiv search
lit_only,,,,,,,,Claims Reserving using Gradient Boosting and Generalized Linear Models,Marcus Ahlgren,2018,In lit_review — NOT found in arXiv search
